,Title,rating,count
1118,Palookaville (1996),2.923076923076923,13
77,Angels in the Outfield (1994),2.923076923076923,39
928,"Man Who Knew Too Little, The (1997)",2.923076923076923,52
525,First Kid (1996),2.925,40
1171,"Preacher's Wife, The (1996)",2.926470588235294,68
1376,Sphere (1998),2.926829268292683,41
470,"Evening Star, The (1996)",2.9310344827586206,29
1069,Nine Months (1995),2.9310344827586206,58
695,Hoodlum (1997),2.9315068493150687,73
521,Fire Down Below (1997),2.9318181818181817,44
556,Foxfire (1996),2.933333333333333,15
378,Dante's Peak (1997),2.933333333333333,240
1188,"Prophecy, The (1995)",2.9375,32
1024,Mute Witness (1994),2.9411764705882355,17
891,"Lost World: Jurassic Park, The (1997)",2.9430379746835444,158
1043,Natural Born Killers (1994),2.953125,128
1181,Private Benjamin (1980),2.955223880597015,67
1214,Reality Bites (1994),2.961038961038961,77
1152,Picture Perfect (1997),2.962962962962963,81
466,Escape to Witch Mountain (1975),2.966666666666667,30
487,FairyTale: A True Story (1997),2.966666666666667,30
203,Body Snatchers (1993),2.971014492753623,69
1449,Tales From the Crypt Presents: Demon Knight (1995),2.9767441860465116,43
427,"Doors, The (1991)",2.9782608695652173,46
476,Evita (1996),2.9806949806949805,259
1334,Sirens (1994),2.983050847457627,59
48,All Things Fair (1996),3.0,1
75,Angela (1995),3.0,1
108,B. Monkey (1998),3.0,1
172,"Big One, The (1997)",3.0,1
287,Century (1993),3.0,1
366,Cyclo (1995),3.0,1
370,Dadetown (1995),3.0,1
454,"Eighth Day, The (1996)",3.0,1
512,"Fear, The (1995)",3.0,1
522,Fire on the Mountain (1996),3.0,1
606,Girls Town (1996),3.0,1
652,Hana-bi (1997),3.0,1
786,Johns (1996),3.0,1
834,Land and Freedom (Tierra y libertad) (1995),3.0,1
897,Love Is All There Is (1996),3.0,1
915,Mad Dog Time (1996),3.0,1
985,Mirage (1995),3.0,1
1055,"Next Step, The (1995)",3.0,1
1075,Normal Life (1996),3.0,1
1111,"Other Voices, Other Rooms (1997)",3.0,1
1125,Paris Was a Woman (1995),3.0,1
1225,"Reluctant Debutante, The (1958)",3.0,1
1286,Scream of Stone (Schrei aus Stein) (1991),3.0,1
1330,"Silence of the Palace, The (Saimt el Qusur) (1994)",3.0,1
1340,Sleepover (1995),3.0,1
1428,"Sunchaser, The (1996)",3.0,1
1438,Sweet Nothing (1995),3.0,1
1448,Tainted (1998),3.0,1
1455,Target (1995),3.0,1
1487,Three Lives and Only One Death (1996),3.0,1
1550,Two Friends (1986) ,3.0,1
1593,"Walk in the Sun, A (1945)",3.0,1
1604,Wedding Bell Blues (1996),3.0,1
1626,"Wife, The (1995)",3.0,1
1656,You So Crazy (1994),3.0,1
1663,Á köldum klaka (Cold Fever) (1994),3.0,1
377,Daniel Defoe's Robinson Crusoe (1996),3.0,2
401,Delta of Venus (1994),3.0,2
408,Destiny Turns on the Radio (1995),3.0,2
619,"Good Man in Africa, A (1994)",3.0,2
754,Intimate Relations (1996),3.0,2
866,"Line King: Al Hirschfeld, The (1996)",3.0,2
1051,New Jersey Drive (1995),3.0,2
1268,S.F.W. (1994),3.0,2
1272,Safe Passage (1994),3.0,2
1279,"Scarlet Letter, The (1926)",3.0,2
1327,"Show, The (1995)",3.0,2
1469,The Deadly Cure (1996),3.0,2
1521,Tough and Deadly (1995),3.0,2
47,All Over Me (1997),3.0,3
508,Fausto (1993),3.0,3
992,Mondo (1996),3.0,3
1065,Nightwatch (1997),3.0,3
1278,"Savage Nights (Nuits fauves, Les) (1992)",3.0,3
1412,"Stranger, The (1994)",3.0,3
253,C'est arrivé près de chez vous (1992),3.0,4
459,"Enfer, L' (1994)",3.0,4
485,Faces (1968),3.0,4
589,Germinal (1993),3.0,4
663,Head Above Water (1996),3.0,4
840,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",3.0,4
899,Love Serenade (1996),3.0,4
1009,Mr. Wonderful (1993),3.0,4
1053,"Newton Boys, The (1998)",3.0,4
1282,Schizopolis (1996),3.0,4
1470,The Innocent (1994),3.0,4
14,Above the Rim (1994),3.0,5
238,Brother Minister: The Assassination of Malcolm X (1994),3.0,5
1180,Prisoner of the Mountains (Kavkazsky Plennik) (1996),3.0,5
1255,Romper Stomper (1992),3.0,5
73,Angel and the Badman (1947),3.0,6
824,Kissed (1996),3.0,6
1292,"Secret Agent, The (1996)",3.0,6
403,Denise Calls Up (1995),3.0,7
502,Faster Pussycat! Kill! Kill! (1965),3.0,7
1164,"Pompatus of Love, The (1996)",3.0,7
307,City of Angels (1998),3.0,8
772,Jason's Lyric (1994),3.0,8
1134,Penny Serenade (1941),3.0,8
1229,Rent-a-Kid (1995),3.0,8
334,"Contempt (Mépris, Le) (1963)",3.0,9
1555,U.S. Marshalls (1998),3.0,9
242,"Browning Version, The (1994)",3.0,10
864,Lightning Jack (1994),3.0,10
1601,Warriors of Virtue (1997),3.0,10
271,Carried Away (1996),3.0,11
888,Losing Isaiah (1995),3.0,12
121,Balto (1995),3.0,16
726,I'm Not Rappaport (1996),3.0,17
705,"House of Yes, The (1997)",3.0,18
1247,Robert A. Heinlein's The Puppet Masters (1994),3.0,18
185,Blink (1994),3.0,19
789,Jude (1996),3.0,23
540,Fools Rush In (1997),3.0,24
354,"Crossing Guard, The (1995)",3.0,28
1312,"Shaggy Dog, The (1959)",3.0,30
316,Clockers (1995),3.0,33
1254,Romeo Is Bleeding (1993),3.0,37
420,Disclosure (1994),3.0,40
1227,Renaissance Man (1994),3.0,43
442,Dumb & Dumber (1994),3.0,69
1048,"Net, The (1995)",3.0083333333333333,120
1319,She's the One (1996),3.0136986301369864,73
527,"First Wives Club, The (1996)",3.01875,160
126,Barcelona (1994),3.018867924528302,53
315,Cliffhanger (1993),3.021505376344086,93
795,Junior (1994),3.022222222222222,45
526,First Knight (1995),3.0232558139534884,86
4,187 (1997),3.024390243902439,41
336,"Cook the Thief His Wife & Her Lover, The (1989)",3.024390243902439,82
710,"Howling, The (1981)",3.026315789473684,38
482,Eye for an Eye (1996),3.03125,32
235,Broken Arrow (1996),3.031496062992126,254
553,Four Rooms (1995),3.033333333333333,90
1396,Star Trek: The Motion Picture (1979),3.034188034188034,117
1222,"Ref, The (1994)",3.0344827586206895,58
96,"Arrival, The (1996)",3.036144578313253,83
644,Grumpier Old Men (1995),3.0405405405405403,148
706,"House of the Spirits, The (1993)",3.0416666666666665,24
1015,Mrs. Winterbourne (1996),3.0454545454545454,22
1057,Nick of Time (1995),3.0454545454545454,44
328,Conan the Barbarian (1981),3.046728971962617,107
17,Ace Ventura: Pet Detective (1994),3.0485436893203883,103
23,"Adventures of Pinocchio, The (1996)",3.051282051282051,39
1389,Star Maps (1997),3.0526315789473686,19
1352,So I Married an Axe Murderer (1993),3.0526315789473686,95
164,Beyond Rangoon (1995),3.0555555555555554,18
721,I Know What You Did Last Summer (1997),3.06,100
810,Kids (1995),3.061224489795918,49
1256,Romy and Michele's High School Reunion (1997),3.061224489795918,98
1641,With Honors (1994),3.0652173913043477,46
949,Mary Shelley's Frankenstein (1994),3.0677966101694913,59
1505,To Gillian on Her 37th Birthday (1996),3.0681818181818183,44
145,Bedknobs and Broomsticks (1971),3.0701754385964914,57
1368,Spanking the Monkey (1994),3.074074074074074,27
862,"Life Less Ordinary, A (1997)",3.0754716981132075,53
275,Casper (1995),3.076923076923077,52
811,Kids in the Hall: Brain Candy (1996),3.076923076923077,65
1499,Tin Men (1987),3.0784313725490198,51
175,Billy Madison (1995),3.081081081081081,37
435,Dragonheart (1996),3.0822784810126582,158
1372,Speechless (1994),3.0833333333333335,36
877,Live Nude Girls (1995),3.0869565217391304,23
1020,Murder at 1600 (1997),3.0871559633027523,218
690,Home Alone (1990),3.0875912408759123,137
350,Critical Care (1997),3.090909090909091,11
80,Anna Karenina (1997),3.090909090909091,33
290,"Chamber, The (1996)",3.0930232558139537,43
493,"Fan, The (1996)",3.09375,64
898,Love Jones (1997),3.0952380952380953,42
1123,"Parent Trap, The (1961)",3.095890410958904,73
1496,Timecop (1994),3.096774193548387,31
43,Alien: Resurrection (1997),3.096774193548387,124
1276,"Santa Clause, The (1994)",3.097560975609756,82
614,Gold Diggers: The Secret of Bear Mountain (1995),3.1,10
1151,Picture Bride (1995),3.1,10
1653,Wyatt Earp (1994),3.1,50
419,Dirty Dancing (1987),3.1020408163265305,98
1433,Surviving Picasso (1996),3.1052631578947367,19
115,Bad Boys (1995),3.1052631578947367,57
411,"Devil's Own, The (1997)",3.1083333333333334,240
590,Geronimo: An American Legend (1993),3.111111111111111,9
839,Last Dance (1996),3.111111111111111,9
935,Man of the Year (1995),3.111111111111111,9
28,Afterglow (1997),3.111111111111111,18
71,Andre (1994),3.111111111111111,18
1390,Star Trek III: The Search for Spock (1984),3.111111111111111,171
518,Fierce Creatures (1997),3.1145833333333335,96
347,"Craft, The (1996)",3.1153846153846154,104
499,Farinelli: il castrato (1994),3.1176470588235294,17
569,From Dusk Till Dawn (1996),3.119565217391304,92
1071,Nixon (1995),3.1222222222222222,90
1274,"Saint, The (1997)",3.1234177215189876,316
573,Full Speed (1996),3.125,8
902,Love and a .45 (1994),3.125,8
770,James and the Giant Peach (1996),3.126984126984127,126
93,"Aristocats, The (1970)",3.1296296296296298,54
820,Kingpin (1996),3.1296296296296298,162
1002,Mother (1996),3.1301775147928996,169
755,Inventing the Abbotts (1997),3.130434782608696,23
1263,Ruby in Paradise (1993),3.130434782608696,23
252,"Bye Bye, Love (1995)",3.1333333333333333,15
1179,Princess Caraboo (1994),3.1333333333333333,15
889,Lost Highway (1997),3.136,125
305,City Hall (1996),3.1392405063291138,79
1399,Stargate (1994),3.141732283464567,127
106,Ayn Rand: A Sense of Life (1997),3.142857142857143,7
437,Dream With the Fishes (1997),3.142857142857143,7
1192,Purple Noon (1960),3.142857142857143,7
1117,Palmetto (1998),3.142857142857143,14
1630,Wild Reeds (1994),3.142857142857143,14
800,Just Cause (1995),3.142857142857143,28
764,Jack (1996),3.142857142857143,70
1244,"River Wild, The (1994)",3.143835616438356,146
490,Fallen (1998),3.1463414634146343,41
219,Boys on the Side (1995),3.1470588235294117,34
555,"Fox and the Hound, The (1981)",3.1475409836065573,61
1163,Pollyanna (1960),3.1481481481481484,27
766,"Jackal, The (1997)",3.1494252873563218,87
463,Eraser (1996),3.150485436893204,206
402,Demolition Man (1993),3.152173913043478,92
939,Manny & Lo (1996),3.1538461538461537,13
342,"Corrina, Corrina (1994)",3.1538461538461537,39
1104,Only You (1994),3.1538461538461537,39
1477,Things to Do in Denver when You're Dead (1995),3.1549295774647885,71
692,Home for the Holidays (1995),3.1551724137931036,58
860,Liar Liar (1997),3.156701030927835,485
223,Bram Stoker's Dracula (1992),3.158333333333333,120
510,Fear (1996),3.159090909090909,44
1497,Tin Cup (1996),3.160621761658031,193
821,"Kiss Me, Guido (1997)",3.161290322580645,31
338,Cool Runnings (1993),3.161764705882353,68
975,Midnight in the Garden of Good and Evil (1997),3.1625,80
1031,My Fellow Americans (1996),3.1627906976744184,86
233,"Bridges of Madison County, The (1995)",3.1641791044776117,67
445,Duoluo tianshi (1995),3.1666666666666665,6
535,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",3.1666666666666665,6
1089,Of Love and Shadows (1994),3.1666666666666665,6
227,Bread and Chocolate (Pane e cioccolata) (1973),3.1666666666666665,12
871,Little Lord Fauntleroy (1936),3.1666666666666665,12
894,Love & Human Remains (1993),3.1666666666666665,12
1384,Stalingrad (1993),3.1666666666666665,12
1388,"Star Maker, The (Uomo delle stelle, L') (1995)",3.1666666666666665,12
1512,Tom and Huck (1995),3.1666666666666665,12
51,Amateur (1994),3.1666666666666665,18
892,Lost in Space (1998),3.1666666666666665,18
1347,Smilla's Sense of Snow (1997),3.1666666666666665,48
21,Addicted to Love (1997),3.1666666666666665,54
1364,Soul Food (1997),3.169491525423729,59
1064,"Nightmare on Elm Street, A (1984)",3.171171171171171,111
481,Extreme Measures (1996),3.171875,64
924,Malice (1993),3.1739130434782608,46
952,"MatchMaker, The (1997)",3.176470588235294,51
197,Blue in the Face (1995),3.1777777777777776,45
1129,Passion Fish (1992),3.1785714285714284,28
1026,My Crazy Life (Mi vida loca) (1993),3.1818181818181817,11
1003,Mother Night (1996),3.1818181818181817,22
753,Interview with the Vampire (1994),3.1824817518248176,137
1491,Tie Me Up! Tie Me Down! (1990),3.1875,32
1570,Up Close and Personal (1996),3.1882352941176473,85
1109,Oscar & Lucinda (1997),3.1904761904761907,21
550,Forget Paris (1995),3.193548387096774,62
950,"Mask, The (1994)",3.193798449612403,129
216,Boys Life (1995),3.2,5
295,Children of the Revolution (1996),3.2,5
1088,Of Human Bondage (1934),3.2,5
1409,"Story of Xinghua, The (1993)",3.2,5
351,Cronos (1992),3.2,10
511,Fear of a Black Hat (1993),3.2,10
1331,"Simple Twist of Fate, A (1994)",3.2,10
1649,Wonderland (1997),3.2,10
611,Go Fish (1994),3.2,15
1531,"Trigger Effect, The (1996)",3.2,35
598,"Ghost and the Darkness, The (1996)",3.203125,128
244,Bulletproof (1996),3.204081632653061,49
563,French Twist (Gazon maudit) (1995),3.2051282051282053,39
616,GoldenEye (1995),3.2061068702290076,131
1658,Young Guns (1988),3.207920792079208,101
1169,Powder (1995),3.2083333333333335,48
1198,"Quick and the Dead, The (1995)",3.2083333333333335,48
639,Gridlock'd (1997),3.210526315789474,19
953,Matilda (1996),3.210526315789474,95
694,Homeward Bound: The Incredible Journey (1993),3.2131147540983607,61
1547,Twister (1996),3.2150170648464163,293
1285,Scream 2 (1997),3.2169811320754715,106
801,Kalifornia (1993),3.2203389830508473,59
629,"Grass Harp, The (1995)",3.2222222222222223,9
1336,"Sixth Man, The (1997)",3.2222222222222223,9
1489,Three Wishes (1995),3.2222222222222223,9
910,M. Butterfly (1993),3.2222222222222223,18
636,Great Expectations (1998),3.2222222222222223,27
1168,"Postman, The (1997)",3.2241379310344827,58
1120,"Paper, The (1994)",3.225,40
5,2 Days in the Valley (1996),3.225806451612903,93
1249,Robin Hood: Prince of Thieves (1991),3.2266666666666666,75
127,Basic Instinct (1992),3.227722772277228,101
272,Carrington (1995),3.230769230769231,13
1258,Roommates (1995),3.230769230769231,13
1444,Switchblade Sisters (1975),3.230769230769231,13
1457,Telling Lies in America (1997),3.230769230769231,13
1642,Withnail and I (1987),3.230769230769231,13
1101,One Fine Day (1996),3.232142857142857,112
1401,Starship Troopers (1997),3.2322274881516586,211
144,Bed of Roses (1996),3.2333333333333334,60
567,"Frighteners, The (1996)",3.234782608695652,115
167,"Big Blue, The (Grand bleu, Le) (1988)",3.235294117647059,17
513,Fearless (1993),3.24,25
1039,Naked (1993),3.24,25
1528,Trees Lounge (1996),3.24,50
1113,Outbreak (1995),3.2403846153846154,104
465,Escape from New York (1981),3.241758241758242,91
101,"Associate, The (1996)",3.2439024390243905,41
104,Austin Powers: International Man of Mystery (1997),3.246153846153846,130
11,8 Heads in a Duffel Bag (1997),3.25,4
641,Grosse Fatigue (1994),3.25,4
701,Hotel de Love (1996),3.25,4
1267,"Run of the Country, The (1995)",3.25,4
1351,So Dear to My Heart (1949),3.25,4
1423,"Substance of Fire, The (1996)",3.25,4
281,Caught (1996),3.25,8
626,Grace of My Heart (1996),3.25,8
664,Hear My Song (1991),3.25,8
887,Losing Chase (1996),3.25,8
745,Indian Summer (1996),3.25,20
129,Basquiat (1996),3.25,44
768,Jackie Chan's First Strike (1996),3.2551724137931033,145
914,Mad City (1997),3.25531914893617,47
1571,Up in Smoke (1978),3.25531914893617,47
264,Career Girls (1997),3.2564102564102564,39
672,Heavy Metal (1981),3.26027397260274,73
1410,Strange Days (1995),3.264367816091954,87
1600,"War, The (1994)",3.2666666666666666,15
1133,"Peacemaker, The (1997)",3.2720588235294117,136
1413,Strawberry and Chocolate (Fresa y chocolate) (1993),3.272727272727273,11
1014,Mrs. Parker and the Vicious Circle (1994),3.272727272727273,22
1483,"Three Caballeros, The (1945)",3.272727272727273,22
474,Everyone Says I Love You (1996),3.2738095238095237,168
1504,To Die For (1995),3.2758620689655173,87
524,"Firm, The (1993)",3.2781456953642385,151
1393,Star Trek VI: The Undiscovered Country (1991),3.279503105590062,161
416,Die Hard: With a Vengeance (1995),3.2847682119205297,151
495,Far From Home: The Adventures of Yellow Dog (1995),3.2857142857142856,7
712,Hugo Pool (1997),3.2857142857142856,7
817,Kim (1950),3.2857142857142856,7
1081,Nothing to Lose (1994),3.2857142857142856,7
1122,Paradise Road (1997),3.2857142857142856,7
1655,Year of the Horse (1997),3.2857142857142856,7
761,It's My Party (1995),3.2857142857142856,21
1099,Once Upon a Time... When We Were Colored (1995),3.2857142857142856,28
1592,"Walk in the Clouds, A (1995)",3.2857142857142856,63
637,"Great Race, The (1965)",3.2903225806451615,31
1559,Under Siege (1992),3.2903225806451615,124
1602,Washington Square (1997),3.2941176470588234,34
180,Bitter Moon (1992),3.3,10
488,Faithful (1996),3.3,10
1165,Ponette (1996),3.3,10
341,Copycat (1995),3.302325581395349,86
1488,"Three Musketeers, The (1993)",3.303370786516854,89
733,In & Out (1997),3.3043478260869565,230
1526,Traveller (1997),3.3076923076923075,13
1230,"Replacement Killers, The (1998)",3.3076923076923075,39
1264,Rudy (1993),3.3125,64
792,Jumanji (1995),3.3125,96
987,Mission: Impossible (1996),3.313953488372093,344
592,Get on the Bus (1996),3.3157894736842106,38
802,Kama Sutra: A Tale of Love (1996),3.3181818181818183,22
869,Little Buddha (1993),3.3181818181818183,22
1567,Unstrung Heroes (1995),3.3181818181818183,22
971,Michael (1996),3.319327731092437,119
407,Desperate Measures (1998),3.3194444444444446,72
728,I.Q. (1994),3.3209876543209877,81
1173,Pretty Woman (1990),3.323170731707317,164
1564,Unforgettable (1996),3.323529411764706,34
1445,"Sword in the Stone, The (1963)",3.3292682926829267,82
220,"Boys, Les (1997)",3.3333333333333335,3
749,"Inkwell, The (1994)",3.3333333333333335,3
1174,"Price Above Rubies, A (1998)",3.3333333333333335,3
1228,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",3.3333333333333335,3
214,Boy's Life 2 (1997),3.3333333333333335,6
215,Boys (1996),3.3333333333333335,6
364,"Cure, The (1995)",3.3333333333333335,6
578,Gabbeh (1996),3.3333333333333335,6
1185,"Promesse, La (1996)",3.3333333333333335,6
995,"Month by the Lake, A (1995)",3.3333333333333335,9
1511,Tom & Viv (1994),3.3333333333333335,9
1532,True Crime (1995),3.3333333333333335,9
1598,"War Room, The (1993)",3.3333333333333335,9
49,Alphaville (1965),3.3333333333333335,12
1203,Radioland Murders (1994),3.3333333333333335,12
684,Higher Learning (1995),3.3333333333333335,30
562,French Kiss (1995),3.3333333333333335,84
1395,Star Trek: Generations (1994),3.336206896551724,116
358,"Crucible, The (1996)",3.3376623376623376,77
1583,Victor/Victoria (1982),3.3376623376623376,77
709,How to Make an American Quilt (1995),3.3380281690140845,71
376,Dangerous Minds (1995),3.3404255319148937,47
1660,"Young Poisoner's Handbook, The (1995)",3.341463414634146,41
422,Dolores Claiborne (1994),3.3417721518987342,79
1092,"Old Man and the Sea, The (1958)",3.34375,32
631,Grease (1978),3.347058823529412,170
1155,Pink Floyd - The Wall (1982),3.3508771929824563,114
961,Meet Me in St. Louis (1944),3.3548387096774195,31
415,Die Hard 2 (1990),3.355421686746988,166
478,Executive Decision (1996),3.356687898089172,157
561,Freeway (1996),3.357142857142857,42
1442,Swiss Family Robinson (1960),3.358974358974359,39
1554,U Turn (1997),3.359375,64
577,G.I. Jane (1997),3.36,175
1025,My Best Friend's Wedding (1997),3.36046511627907,172
1466,That Old Feeling (1997),3.3636363636363638,11
1608,Welcome To Sarajevo (1997),3.3636363636363638,22
986,"Mirror Has Two Faces, The (1996)",3.3636363636363638,66
15,Absolute Power (1997),3.37007874015748,127
119,Bad Taste (1987),3.375,16
461,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.375,32
1059,Night Falls on Manhattan (1997),3.375,32
1403,Stealing Beauty (1996),3.375,64
339,Cop Land (1997),3.3771428571428572,175
713,"Hunchback of Notre Dame, The (1996)",3.377952755905512,127
724,I Shot Andy Warhol (1996),3.3783783783783785,37
35,Akira (1988),3.38,50
314,"Client, The (1994)",3.381443298969072,97
218,"Boys of St. Vincent, The (1993)",3.3846153846153846,13
1453,"Tango Lesson, The (1997)",3.3846153846153846,13
29,"Age of Innocence, The (1993)",3.3846153846153846,65
409,Devil in a Blue Dress (1995),3.3859649122807016,57
1219,Red Corner (1997),3.3859649122807016,57
1095,"Omen, The (1976)",3.388235294117647,85
653,Happy Gilmore (1996),3.389261744966443,149
140,Beautiful Girls (1996),3.391304347826087,115
156,Best Men (1997),3.4,5
847,Late Bloomers (1996),3.4,5
856,Legal Deceit (1997),3.4,5
1616,When Night Is Falling (1995),3.4,5
1097,Once Upon a Time in America (1984),3.4,50
397,Deconstructing Harry (1997),3.4,65
1623,White Squall (1996),3.4,85
228,Breakdown (1997),3.4025974025974026,77
1482,"Thousand Acres, A (1997)",3.4054054054054053,37
266,Carlito's Way (1993),3.4074074074074074,54
146,Before Sunrise (1995),3.4081632653061225,49
1013,Mrs. Doubtfire (1993),3.4114583333333335,192
1542,Twelfth Night (1996),3.413793103448276,29
196,Blue Sky (1994),3.4166666666666665,12
932,"Man in the Iron Mask, The (1998)",3.4166666666666665,12
76,Angels and Insects (1995),3.4166666666666665,72
1191,Pump Up the Volume (1990),3.4177215189873418,79
355,"Crow, The (1994)",3.417910447761194,134
976,Mighty Aphrodite (1995),3.4184782608695654,184
1300,Set It Off (1996),3.4210526315789473,19
1061,Night of the Living Dead (1968),3.421875,64
332,Conspiracy Theory (1997),3.4237288135593222,295
70,Anastasia (1997),3.4242424242424243,66
128,"Basketball Diaries, The (1995)",3.425,40
1361,Somewhere in Time (1980),3.426829268292683,82
1515,Tomorrow Never Dies (1997),3.4277777777777776,180
132,Batman (1989),3.427860696517413,201
428,Double Happiness (1994),3.4285714285714284,7
933,"Man of No Importance, A (1994)",3.4285714285714284,7
967,Mercury Rising (1998),3.4285714285714284,7
393,Death and the Maiden (1994),3.4285714285714284,28
734,In Love and War (1996),3.4285714285714284,28
1037,Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,130
94,Army of Darkness (1993),3.4310344827586206,116
501,"Fast, Cheap & Out of Control (1997)",3.4375,32
744,Independence Day (ID4) (1996),3.438228438228438,429
1284,Scream (1996),3.4414225941422596,478
178,"Birdcage, The (1996)",3.4436860068259385,293
1639,"Winter Guest, The (1997)",3.4444444444444446,9
1662,unknown,3.4444444444444446,9
182,Black Beauty (1994),3.4444444444444446,27
925,Mallrats (1995),3.4444444444444446,54
1391,Star Trek IV: The Voyage Home (1986),3.4472361809045227,199
843,"Last Supper, The (1995)",3.4482758620689653,58
1266,Rumble in the Bronx (1995),3.4482758620689653,174
912,Ma vie en rose (My Life in Pink) (1997),3.45,20
240,"Brothers McMullen, The (1995)",3.452054794520548,73
406,Desperado (1995),3.4536082474226806,97
211,Bottle Rocket (1996),3.4545454545454546,44
262,Cape Fear (1991),3.456140350877193,171
972,Michael Collins (1996),3.4565217391304346,92
1558,"Unbearable Lightness of Being, The (1988)",3.4565217391304346,92
857,Legends of the Fall (1994),3.45679012345679,81
1302,Seven Years in Tibet (1997),3.458064516129032,155
1083,Now and Then (1995),3.4583333333333335,24
319,Clueless (1995),3.458823529411765,170
327,Con Air (1997),3.45985401459854,137
966,Menace II Society (1993),3.46,50
732,Immortal Beloved (1994),3.4603174603174605,63
154,Benny & Joon (1993),3.4607843137254903,102
1220,"Red Firecracker, Green Firecracker (1994)",3.4615384615384617,13
565,Friday (1995),3.4615384615384617,26
823,Kiss the Girls (1997),3.4615384615384617,143
608,Glengarry Glen Ross (1992),3.463768115942029,69
596,Ghost (1990),3.4647058823529413,170
1232,Restoration (1995),3.464788732394366,71
1467,That Thing You Do! (1996),3.465909090909091,176
1103,One Night Stand (1997),3.466666666666667,15
387,Dazed and Confused (1993),3.46875,64
954,Maverick (1994),3.46875,128
884,"Long Kiss Goodnight, The (1996)",3.4702702702702704,185
114,Backbeat (1993),3.473684210526316,19
816,Killing Zoe (1994),3.475,40
1304,"Sex, Lies, and Videotape (1989)",3.4752475247524752,101
771,Jane Eyre (1996),3.4761904761904763,63
519,"Fifth Element, The (1997)",3.4771573604060912,197
1044,Nell (1994),3.4814814814814814,81
1516,Top Gun (1986),3.481818181818182,220
600,Ghosts of Mississippi (1996),3.4827586206896552,29
640,"Grifters, The (1990)",3.4831460674157304,89
1093,Old Yeller (1957),3.484375,64
1537,"Truth About Cats & Dogs, The (1996)",3.485294117647059,272
1606,"Wedding Singer, The (1998)",3.486111111111111,72
302,Circle of Friends (1995),3.486842105263158,76
1618,When a Man Loves a Woman (1994),3.4871794871794872,39
1614,What's Love Got to Do with It (1993),3.488888888888889,45
826,Koyaanisqatsi (1983),3.490566037735849,53
443,Dumbo (1941),3.4959349593495936,123
137,"Beans of Egypt, Maine, The (1994)",3.5,2
870,Little City (1998),3.5,2
963,Men With Guns (1997),3.5,2
1343,"Slingshot, The (1993)",3.5,2
1587,"Visitors, The (Visiteurs, Les) (1993)",3.5,2
324,"Colonel Chabert, Le (1994)",3.5,4
630,Grateful Dead (1995),3.5,4
819,King of the Hill (1993),3.5,4
1086,Nénette et Boni (1996),3.5,6
1546,Twisted (1996),3.5,6
957,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",3.5,8
352,Crooklyn (1994),3.5,10
743,Incognito (1997),3.5,10
379,Dark City (1998),3.5,16
100,"Assignment, The (1997)",3.5,18
660,"Hate (Haine, La) (1995)",3.5,18
202,"Body Snatcher, The (1945)",3.5,22
1196,"Queen Margot (Reine Margot, La) (1994)",3.5,24
991,Moll Flanders (1996),3.5,42
6,"20,000 Leagues Under the Sea (1954)",3.5,72
1270,Sabrina (1995),3.5,190
270,Carrie (1976),3.5041322314049586,121
1589,Wag the Dog (1997),3.510948905109489,137
1349,Sneakers (1992),3.513333333333333,150
1338,Sleepers (1996),3.514792899408284,169
679,Hercules (1997),3.515151515151515,66
410,"Devil's Advocate, The (1997)",3.515957446808511,188
475,Evil Dead II (1987),3.5168539325842696,89
261,Cape Fear (1962),3.5232558139534884,86
778,Jeffrey (1995),3.5294117647058822,34
1182,Private Parts (1997),3.53,100
1030,My Favorite Year (1982),3.532258064516129,62
57,"American Werewolf in London, An (1981)",3.5353535353535355,99
685,Highlander (1986),3.5359477124183005,153
1432,Supercop (1992),3.5384615384615383,65
1613,What's Eating Gilbert Grape (1993),3.5391304347826087,115
453,"Edge, The (1997)",3.5398230088495577,113
1339,Sleepless in Seattle (1993),3.539906103286385,213
1303,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",3.5416666666666665,72
1127,"Paris, Texas (1984)",3.5434782608695654,46
930,"Man Without a Face, The (1993)",3.5441176470588234,68
1293,"Secret Garden, The (1993)",3.5443037974683542,79
1385,Stalker (1979),3.5454545454545454,11
1427,"Sum of Us, The (1994)",3.5454545454545454,11
1569,Unzipped (1995),3.5454545454545454,11
846,"Last of the Mohicans, The (1992)",3.546875,128
1620,While You Were Sleeping (1995),3.549382716049383,162
1023,Muriel's Wedding (1994),3.55,100
591,Get Shorty (1995),3.550239234449761,209
423,Don Juan DeMarco (1995),3.5526315789473686,76
1235,"Return of the Pink Panther, The (1974)",3.5543478260869565,92
711,"Hudsucker Proxy, The (1994)",3.5545454545454547,110
874,"Little Princess, The (1939)",3.5555555555555554,9
1022,"Murder, My Sweet (1944)",3.5555555555555554,9
480,Exotica (1994),3.5555555555555554,27
492,"Family Thing, A (1996)",3.5555555555555554,45
1078,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",3.5555555555555554,54
1096,On Golden Pond (1981),3.556603773584906,106
